Row,Row.Numbers,Genotype,Pedigree,Treatment,date,Canopy_Coverage
3045,3045 and 3046,CH9,Ames 27068,No Nitrogen,12-Aug,61.71525941
3045,3045 and 3046,CH9,Ames 27068,No Nitrogen,3-Sep,41.41640789
3045,3045 and 3046,CH9,Ames 27068,No Nitrogen,20-Aug,53.99939519
3045,3045 and 3046,CH9,Ames 27068,No Nitrogen,26-Aug,60.51084894
3045,3045 and 3046,CH9,Ames 27068,No Nitrogen,14-Aug,55.83081445
3045,3045 and 3046,CH9,Ames 27068,No Nitrogen,23-Aug,63.29091819
3045,3045 and 3046,CH9,Ames 27068,No Nitrogen,30-Aug,63.57840955
3045,3045 and 3046,CH9,Ames 27068,No Nitrogen,1-Sep,50.98476462
3045,3045 and 3046,CH9,Ames 27068,No Nitrogen,5-Sep,42.77529815
3045,3045 and 3046,CH9,Ames 27068,No Nitrogen,22-Aug,57.92072154
3045,3045 and 3046,CH9,Ames 27068,No Nitrogen,16-Aug,48.11580958
3047,3047 and 3048,A682,PI 587143,No Nitrogen,12-Aug,71.3067041
3047,3047 and 3048,A682,PI 587143,No Nitrogen,26-Aug,64.72204737
3047,3047 and 3048,A682,PI 587143,No Nitrogen,23-Aug,75.96100056
3047,3047 and 3048,A682,PI 587143,No Nitrogen,1-Sep,60.18651991
3047,3047 and 3048,A682,PI 587143,No Nitrogen,20-Aug,62.85874746
3047,3047 and 3048,A682,PI 587143,No Nitrogen,22-Aug,68.58478415
3047,3047 and 3048,A682,PI 587143,No Nitrogen,14-Aug,67.84932563
3047,3047 and 3048,A682,PI 587143,No Nitrogen,30-Aug,91.12627986
3047,3047 and 3048,A682,PI 587143,No Nitrogen,5-Sep,37.47011295
3047,3047 and 3048,A682,PI 587143,No Nitrogen,16-Aug,58.19278944
3047,3047 and 3048,A682,PI 587143,No Nitrogen,6-Jul,39.4189606
3047,3047 and 3048,A682,PI 587143,No Nitrogen,3-Sep,38.07673044
3051,3051 and 3052,A641,Ames 19311,No Nitrogen,23-Aug,22.32167435
3051,3051 and 3052,A641,Ames 19311,No Nitrogen,16-Aug,8.923102159
3051,3051 and 3052,A641,Ames 19311,No Nitrogen,20-Aug,15.55952364
3051,3051 and 3052,A641,Ames 19311,No Nitrogen,5-Sep,8.514186484
3051,3051 and 3052,A641,Ames 19311,No Nitrogen,22-Aug,15.92135299
3051,3051 and 3052,A641,Ames 19311,No Nitrogen,14-Aug,12.28283755
3051,3051 and 3052,A641,Ames 19311,No Nitrogen,30-Aug,11.6742171
3051,3051 and 3052,A641,Ames 19311,No Nitrogen,3-Sep,24.47672154
3051,3051 and 3052,A641,Ames 19311,No Nitrogen,1-Sep,11.40755371
3051,3051 and 3052,A641,Ames 19311,No Nitrogen,26-Aug,20.64423552
3051,3051 and 3052,A641,Ames 19311,No Nitrogen,12-Aug,19.89848524
3051,3051 and 3052,A641,Ames 19311,No Nitrogen,6-Jul,21.06746735
3053,3053 and 3054,A556,Ames 23450,No Nitrogen,20-Aug,14.61486399
3053,3053 and 3054,A556,Ames 23450,No Nitrogen,14-Aug,11.09587042
3053,3053 and 3054,A556,Ames 23450,No Nitrogen,6-Jul,9.222661397
3053,3053 and 3054,A556,Ames 23450,No Nitrogen,5-Sep,7.279955223
3053,3053 and 3054,A556,Ames 23450,No Nitrogen,12-Aug,15.64144957
3053,3053 and 3054,A556,Ames 23450,No Nitrogen,23-Aug,17.8951668
3053,3053 and 3054,A556,Ames 23450,No Nitrogen,16-Aug,9.35545479
3053,3053 and 3054,A556,Ames 23450,No Nitrogen,1-Sep,11.59709999
3053,3053 and 3054,A556,Ames 23450,No Nitrogen,30-Aug,11.42981009
3053,3053 and 3054,A556,Ames 23450,No Nitrogen,26-Aug,20.57226272
3053,3053 and 3054,A556,Ames 23450,No Nitrogen,3-Sep,11.78514586
3053,3053 and 3054,A556,Ames 23450,No Nitrogen,22-Aug,14.94678726
3055,3055 and 3056,CM105,PI 587124,No Nitrogen,6-Jul,32.17258379
3055,3055 and 3056,CM105,PI 587124,No Nitrogen,22-Aug,35.69989634
3055,3055 and 3056,CM105,PI 587124,No Nitrogen,23-Aug,42.33996643
3055,3055 and 3056,CM105,PI 587124,No Nitrogen,5-Sep,13.48986065
3055,3055 and 3056,CM105,PI 587124,No Nitrogen,3-Sep,16.26854542
3055,3055 and 3056,CM105,PI 587124,No Nitrogen,1-Sep,22.1089546
3055,3055 and 3056,CM105,PI 587124,No Nitrogen,16-Aug,26.14807785
3055,3055 and 3056,CM105,PI 587124,No Nitrogen,20-Aug,37.27373529
3055,3055 and 3056,CM105,PI 587124,No Nitrogen,26-Aug,35.51778676
3055,3055 and 3056,CM105,PI 587124,No Nitrogen,14-Aug,26.67069688
3055,3055 and 3056,CM105,PI 587124,No Nitrogen,12-Aug,37.87339959
3055,3055 and 3056,CM105,PI 587124,No Nitrogen,30-Aug,24.93387918
3057,3057 and 3058,MEF156-55-2,Ames 27135,No Nitrogen,22-Aug,1.923705585
3057,3057 and 3058,MEF156-55-2,Ames 27135,No Nitrogen,23-Aug,2.31492581
3057,3057 and 3058,MEF156-55-2,Ames 27135,No Nitrogen,16-Aug,1.341347675
3057,3057 and 3058,MEF156-55-2,Ames 27135,No Nitrogen,5-Sep,0.25086468
3057,3057 and 3058,MEF156-55-2,Ames 27135,No Nitrogen,12-Aug,2.185497788
3057,3057 and 3058,MEF156-55-2,Ames 27135,No Nitrogen,3-Sep,1.541732056
3057,3057 and 3058,MEF156-55-2,Ames 27135,No Nitrogen,20-Aug,2.276399349
3057,3057 and 3058,MEF156-55-2,Ames 27135,No Nitrogen,1-Sep,0.266001927
3057,3057 and 3058,MEF156-55-2,Ames 27135,No Nitrogen,6-Jul,3.288725208
3057,3057 and 3058,MEF156-55-2,Ames 27135,No Nitrogen,14-Aug,1.177377999
3057,3057 and 3058,MEF156-55-2,Ames 27135,No Nitrogen,26-Aug,7.138844329
3057,3057 and 3058,MEF156-55-2,Ames 27135,No Nitrogen,30-Aug,1.542091833
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,16-Aug,40.74847388
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,6-Jul,33.58080873
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,1-Sep,25.6535232
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,3-Sep,20.46835175
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,30-Aug,37.37245009
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,22-Aug,47.29996675
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,23-Aug,53.32587442
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,20-Aug,52.77680976
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,26-Aug,39.47313204
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,14-Aug,43.34994059
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,12-Aug,49.55157681
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,5-Sep,11.208255
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,6-Jul,34.16176994
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,5-Sep,48.66229423
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,12-Aug,71.70429755
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,1-Sep,58.83500713
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,22-Aug,68.38137708
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,20-Aug,72.05737079
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,3-Sep,44.24143266
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,23-Aug,73.87280192
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,14-Aug,65.50540952
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,16-Aug,58.09132131
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,26-Aug,64.77506808
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,30-Aug,69.00453608
3065,3065 and 3066,H99,PI 587129,No Nitrogen,23-Aug,66.97360671
3065,3065 and 3066,H99,PI 587129,No Nitrogen,5-Sep,33.2458847
3065,3065 and 3066,H99,PI 587129,No Nitrogen,3-Sep,31.25201732
3065,3065 and 3066,H99,PI 587129,No Nitrogen,20-Aug,69.47942917
3065,3065 and 3066,H99,PI 587129,No Nitrogen,26-Aug,53.52068823
3065,3065 and 3066,H99,PI 587129,No Nitrogen,12-Aug,59.77613209
3065,3065 and 3066,H99,PI 587129,No Nitrogen,22-Aug,61.72538369
3065,3065 and 3066,H99,PI 587129,No Nitrogen,6-Jul,38.00604419
3065,3065 and 3066,H99,PI 587129,No Nitrogen,14-Aug,65.66884159
3065,3065 and 3066,H99,PI 587129,No Nitrogen,1-Sep,51.16953243
3065,3065 and 3066,H99,PI 587129,No Nitrogen,30-Aug,56.90871689
3065,3065 and 3066,H99,PI 587129,No Nitrogen,16-Aug,53.89129085
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,3-Sep,19.16079557
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,26-Aug,28.40646808
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,20-Aug,23.56465014
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,1-Sep,21.64570773
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,12-Aug,29.3086794
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,6-Jul,36.62909576
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,16-Aug,26.82062638
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,22-Aug,30.59907293
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,14-Aug,33.71161744
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,23-Aug,38.6833249
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,30-Aug,25.87135463
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,5-Sep,4.800585542
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,26-Aug,49.53353053
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,16-Aug,32.88738913
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,30-Aug,46.66282599
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,14-Aug,41.27452002
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,20-Aug,26.13049551
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,22-Aug,43.67719745
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,1-Sep,29.11871597
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,12-Aug,45.47434455
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,5-Sep,22.29825342
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,3-Sep,27.11164535
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,6-Jul,31.64870222
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,23-Aug,50.56666992
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,1-Sep,29.41551253
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,23-Aug,50.65487449
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,12-Aug,43.75517794
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,6-Jul,40.11877255
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,26-Aug,55.02986081
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,20-Aug,29.15974252
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,14-Aug,38.21475475
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,5-Sep,21.8533561
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,22-Aug,44.88171376
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,3-Sep,22.93209567
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,16-Aug,33.27662367
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,30-Aug,51.80584773
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,26-Aug,16.02556727
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,6-Jul,15.15542472
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,20-Aug,13.23819535
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,30-Aug,10.64945343
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,22-Aug,12.63610531
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,12-Aug,14.84192133
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,3-Sep,4.624083164
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,23-Aug,15.94075495
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,5-Sep,3.725656224
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,16-Aug,9.617912756
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,1-Sep,5.796558965
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,14-Aug,11.47610014
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,16-Aug,23.69597057
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,1-Sep,11.49356631
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,20-Aug,36.31957145
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,14-Aug,32.13066228
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,23-Aug,44.70077046
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,6-Jul,35.71386683
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,22-Aug,34.01480289
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,3-Sep,9.4465035
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,5-Sep,4.472509651
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,30-Aug,27.53012171
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,12-Aug,40.52378144
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,26-Aug,38.40482105
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,16-Aug,15.93869732
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,12-Aug,30.0543028
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,30-Aug,16.82073037
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,22-Aug,21.59216324
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,14-Aug,17.03946134
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,23-Aug,27.7515828
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,26-Aug,24.77127766
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,6-Jul,36.31750351
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,1-Sep,6.825524504
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,20-Aug,18.33215731
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,5-Sep,2.378047905
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,3-Sep,4.979798992
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,26-Aug,29.7619934
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,14-Aug,22.15296742
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,1-Sep,17.27074589
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,22-Aug,24.64382808
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,16-Aug,17.03750571
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,23-Aug,34.06353688
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,6-Jul,10.27237932
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,30-Aug,26.37558956
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,3-Sep,17.85190379
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,12-Aug,25.70790809
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,5-Sep,15.87795462
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,20-Aug,25.72555909
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,3-Sep,48.00138012
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,16-Aug,59.74082276
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,22-Aug,74.11225947
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,14-Aug,78.03756436
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,30-Aug,68.59253569
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,5-Sep,47.68868669
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,1-Sep,68.90538349
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,20-Aug,79.17515084
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,26-Aug,67.70677514
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,23-Aug,70.6776064
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,6-Jul,39.60857446
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,12-Aug,70.49161942
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,3-Sep,54.4305319
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,5-Sep,62.51123007
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,14-Aug,63.4670947
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,22-Aug,66.43084858
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,12-Aug,66.88325079
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,6-Jul,33.41660705
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,20-Aug,64.43039615
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,1-Sep,82.03239277
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,30-Aug,66.98381385
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,16-Aug,64.62558731
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,26-Aug,71.82366439
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,23-Aug,70.87118286
3111,3111 and 3112,B68,PI 550465,No Nitrogen,12-Aug,58.41150742
3111,3111 and 3112,B68,PI 550465,No Nitrogen,23-Aug,60.29551489
3111,3111 and 3112,B68,PI 550465,No Nitrogen,22-Aug,56.15543876
3111,3111 and 3112,B68,PI 550465,No Nitrogen,20-Aug,64.57267111
3111,3111 and 3112,B68,PI 550465,No Nitrogen,26-Aug,77.7937968
3111,3111 and 3112,B68,PI 550465,No Nitrogen,30-Aug,62.7698297
3111,3111 and 3112,B68,PI 550465,No Nitrogen,5-Sep,52.50792922
3111,3111 and 3112,B68,PI 550465,No Nitrogen,3-Sep,48.78560219
3111,3111 and 3112,B68,PI 550465,No Nitrogen,16-Aug,58.57077577
3111,3111 and 3112,B68,PI 550465,No Nitrogen,1-Sep,81.42101309
3111,3111 and 3112,B68,PI 550465,No Nitrogen,14-Aug,57.77657335
3111,3111 and 3112,B68,PI 550465,No Nitrogen,6-Jul,39.52373692
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,14-Aug,65.36449105
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,16-Aug,62.81298698
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,23-Aug,66.47249823
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,6-Jul,36.27137065
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,3-Sep,51.53516534
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,30-Aug,75.50168903
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,20-Aug,67.63820687
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,22-Aug,62.55968796
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,1-Sep,64.63103515
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,26-Aug,69.09659472
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,5-Sep,56.9055239
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,12-Aug,65.91875201
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,14-Aug,69.63623856
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,6-Jul,26.04121462
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,22-Aug,63.38924234
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,3-Sep,40.60658675
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,30-Aug,69.96587031
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,23-Aug,61.62035927
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,20-Aug,66.25808217
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,12-Aug,68.18601151
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,1-Sep,60.18014861
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,26-Aug,63.80828612
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,5-Sep,46.91887082
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,16-Aug,67.39639355
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,1-Sep,87.48277757
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,12-Aug,79.04331562
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,30-Aug,79.5125826
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,23-Aug,77.60817639
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,5-Sep,71.95195109
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,6-Jul,35.83662714
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,22-Aug,74.80462583
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,14-Aug,78.83804799
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,16-Aug,70.76593202
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,20-Aug,82.58744582
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,3-Sep,60.4500985
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,26-Aug,80.1208421
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,20-Aug,77.18416543
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,30-Aug,76.31317848
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,14-Aug,70.68854099
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,5-Sep,59.4414386
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,3-Sep,56.53856
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,26-Aug,81.19682417
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,22-Aug,71.05165366
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,1-Sep,75.46357871
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,12-Aug,73.89630734
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,23-Aug,76.80723159
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,6-Jul,34.13987638
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,16-Aug,69.10752575
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,23-Aug,49.10892672
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,16-Aug,47.12128136
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,30-Aug,53.40293114
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,26-Aug,57.31087962
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,6-Jul,17.19973571
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,3-Sep,37.78178459
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,14-Aug,51.54239019
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,12-Aug,54.2130797
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,1-Sep,46.83386029
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,5-Sep,41.015514
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,20-Aug,54.84526878
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,22-Aug,47.88867375
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,12-Aug,78.79875404
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,5-Sep,57.64233126
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,30-Aug,87.98361309
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,26-Aug,68.06460856
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,23-Aug,71.85475254
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,22-Aug,69.42467652
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,1-Sep,69.69595608
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,6-Jul,43.59554779
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,20-Aug,75.80663278
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,3-Sep,51.84168642
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,16-Aug,73.4181635
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,14-Aug,71.79087365
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,6-Jul,32.09048295
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,3-Sep,46.32386168
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,16-Aug,68.15494393
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,23-Aug,66.12530376
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,1-Sep,72.20996631
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,22-Aug,66.23945594
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,14-Aug,68.86827458
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,12-Aug,70.71555969
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,30-Aug,69.51808175
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,20-Aug,73.18721829
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,26-Aug,72.35206657
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,5-Sep,52.55471519
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,16-Aug,70.08119793
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,3-Sep,49.25039233
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,20-Aug,75.32076667
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,6-Jul,33.24888675
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,12-Aug,74.98344868
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,22-Aug,69.96085532
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,1-Sep,65.55221947
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,14-Aug,69.81926581
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,23-Aug,74.06016262
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,5-Sep,56.755981
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,26-Aug,72.6234875
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,30-Aug,73.61830027
3131,3131 and 3132,T232,PI 550522,No Nitrogen,30-Aug,59.92132422
3131,3131 and 3132,T232,PI 550522,No Nitrogen,5-Sep,54.92730952
3131,3131 and 3132,T232,PI 550522,No Nitrogen,23-Aug,54.12533928
3131,3131 and 3132,T232,PI 550522,No Nitrogen,20-Aug,54.59326354
3131,3131 and 3132,T232,PI 550522,No Nitrogen,3-Sep,48.35531515
3131,3131 and 3132,T232,PI 550522,No Nitrogen,1-Sep,53.50673898
3131,3131 and 3132,T232,PI 550522,No Nitrogen,14-Aug,48.88828667
3131,3131 and 3132,T232,PI 550522,No Nitrogen,6-Jul,22.72629534
3131,3131 and 3132,T232,PI 550522,No Nitrogen,12-Aug,55.66995764
3131,3131 and 3132,T232,PI 550522,No Nitrogen,16-Aug,50.86505677
3131,3131 and 3132,T232,PI 550522,No Nitrogen,26-Aug,61.42483581
3131,3131 and 3132,T232,PI 550522,No Nitrogen,22-Aug,49.70508769
